label,flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,hand
W,485.4,194.56,217.06,219.47,798.0,-0.5142,9.3023,1.5194,0.0375,0.045,0.0054,left
H,529.62,177.92,177.4,797.7,815.21,-5.0561,5.0301,5.2634,-0.0189,-0.0021,-0.0267,left
L,174.82,199.6,775.45,794.57,813.6,0.472,8.118,4.8577,-0.0205,0.0204,-0.0343,right
X,487.91,507.12,805.76,835.82,813.0,0.475,9.4432,0.9852,-0.0073,-0.0202,0.0019,right
F,359.51,744.86,191.43,217.04,170.69,0.3313,9.2223,2.079,0.006,0.0311,0.046,right
F,384.82,735.61,190.26,219.39,197.85,0.4128,9.1931,1.9348,-0.0193,-0.0682,0.0674,right
X,485.98,486.57,829.94,805.42,797.61,-0.3062,9.3554,0.9314,0.038,-0.0332,0.036,left
U,523.03,216.8,219.5,827.17,781.74,0.0673,9.66,1.0143,0.048,-0.0549,-0.0228,right
A,680.75,816.96,794.43,803.68,792.41,-0.218,9.446,0.6587,0.0686,0.0243,-0.0107,left
N,694.24,800.94,808.42,815.62,817.32,0.3526,9.5037,0.7174,-0.0238,-0.0335,-0.0573,right
Z,514.88,173.76,826.07,780.56,818.36,-0.3552,9.04,2.0881,2.5095,1.4764,0.9648,left
I,807.88,798.75,790.43,798.56,207.27,0.0802,9.9322,0.3203,-0.0458,-0.0862,0.0143,right
V,500.16,222.23,204.1,797.81,783.05,-0.4914,9.0215,2.5071,0.0025,0.0939,0.0431,left
R,505.53,200.22,268.12,765.03,784.19,-0.4948,9.3695,1.827,-0.0016,0.0016,0.0244,left
H,491.9,202.39,186.19,806.96,813.2,-4.9136,5.0714,5.5761,0.0663,0.0354,-0.0524,left
J,810.11,799.1,806.53,773.53,225.63,0.0935,9.5484,0.5405,3.0172,0.5601,1.8774,right
Y,201.63,785.72,804.88,843.03,185.9,0.1562,8.8861,4.1765,-0.0339,0.0484,-0.039,right
W,504.23,201.7,191.57,177.19,776.31,-0.3617,9.3715,1.9226,0.0068,-0.0398,0.0359,left
B,740.53,207.64,177.06,217.92,209.69,0.0827,9.6308,0.1735,0.0184,-0.0227,-0.0363,left
G,493.38,180.44,790.9,795.35,791.67,-5.1914,4.8215,6.2988,-0.1093,-0.0101,-0.0107,left
F,394.53,751.78,181.2,208.66,212.72,-0.3998,9.1977,2.0399,0.0729,0.0345,0.0017,left
V,498.42,197.5,210.74,814.27,788.02,0.4347,8.8028,2.4147,-0.0393,0.0083,0.0555,right
V,454.49,214.9,195.58,796.84,790.01,-0.3425,9.053,2.6335,0.0615,-0.0015,0.0385,left
U,513.0,222.26,221.4,785.28,829.15,-0.006,9.6029,1.0385,-0.0037,0.0651,0.0349,right
E,604.82,689.97,686.16,665.85,694.91,-0.0553,9.2579,0.6222,0.0427,-0.0292,0.1253,left
Q,496.1,226.12,774.94,814.53,775.8,-2.9539,5.7764,6.7899,0.0552,0.024,-0.0207,left
M,801.4,791.12,805.24,815.01,809.63,-0.3771,9.6247,0.6255,-0.0031,-0.0381,0.0357,left
T,619.57,813.96,785.59,786.84,795.08,-0.1668,9.3302,0.4846,0.0311,-0.0918,0.0423,left
B,702.66,210.08,215.89,206.39,181.39,0.1323,9.4717,0.2201,0.0184,0.0091,-0.0143,left
E,643.25,682.71,689.73,680.04,700.83,0.0397,9.6592,0.9974,-0.0361,-0.0357,-0.059,left
S,754.77,767.14,792.26,812.79,818.59,0.0058,9.6011,0.3379,-0.0131,0.0378,0.056,right
A,658.98,789.72,784.31,791.73,805.01,-0.0629,9.8924,0.3213,-0.0599,0.0182,0.0604,right
C,505.93,513.08,497.41,482.54,480.41,-0.4028,8.533,3.8625,-0.0159,0.0261,0.0611,left
Q,503.83,203.09,810.01,809.64,818.49,-2.9654,5.6526,6.9489,-0.1215,0.0733,0.0514,left
O,535.87,537.05,566.68,542.15,554.55,0.0016,8.9548,2.9239,0.0444,-0.0618,-0.0634,right
W,505.0,186.18,191.96,218.76,808.29,0.0518,9.1282,1.7786,-0.0516,0.0193,-0.0187,right
A,684.63,813.92,799.99,784.65,778.83,-0.0455,9.4951,0.5951,-0.0104,0.0285,0.0037,right
U,469.99,223.88,179.95,779.87,809.24,-0.3083,9.5788,1.1168,-0.0504,0.021,0.0564,right
P,486.03,194.46,486.04,780.87,802.01,2.9549,5.1308,7.777,0.0112,-0.0353,0.0939,right
B,722.99,186.1,198.74,196.59,196.29,0.2516,9.9229,0.134,0.0116,0.0253,-0.0104,right
L,184.61,206.67,829.24,807.48,795.34,-0.4881,7.8831,4.9158,-0.0669,0.0337,0.0012,left
H,486.55,209.86,222.83,775.87,781.52,5.1456,5.1149,5.5747,0.0009,0.0269,0.0502,right
F,383.92,743.08,191.57,204.2,183.45,0.3858,9.3199,1.8007,-0.0322,-0.0289,0.0325,right
P,500.4,184.0,512.94,782.3,825.76,3.1811,5.0941,7.6091,-0.0944,-0.0419,-0.0502,right
A,671.17,788.62,790.65,792.82,783.93,0.0055,9.6456,0.3922,-0.0423,-0.0534,-0.0928,right
O,551.28,537.6,572.71,543.98,542.61,0.045,8.8622,3.1722,0.001,0.0265,-0.0526,right
M,812.81,796.65,815.14,812.77,819.57,0.0738,9.3658,0.5064,-0.0489,-0.012,-0.0111,right
D,499.17,190.99,806.27,773.92,806.85,-0.48,9.5947,1.4287,0.0082,-0.0728,0.0012,left
H,473.27,192.73,177.49,793.93,819.76,-4.9657,4.9135,5.5017,0.1073,-0.0058,-0.055,left
U,501.69,202.32,182.18,779.55,797.12,-0.1486,9.6733,1.2436,-0.0089,0.0507,-0.0458,left
C,516.09,492.78,506.09,495.58,509.57,-0.0934,8.3414,4.4323,0.0556,-0.0839,-0.0157,left
U,494.57,206.33,238.4,789.85,806.42,0.1909,9.8194,1.0553,0.0011,0.0413,0.0714,right
P,509.3,201.02,518.99,790.11,815.78,2.9918,5.1345,7.5616,0.0237,-0.0876,0.0427,right
Y,200.78,790.89,777.33,798.32,197.43,0.1629,8.8302,3.917,0.0781,0.0109,-0.0425,right
T,627.55,814.34,803.93,783.96,792.45,0.3477,9.5332,0.389,-0.0057,-0.0173,0.041,right
S,764.14,787.45,794.33,793.41,819.34,0.1483,9.7845,0.3843,-0.0405,-0.0867,0.0383,right
W,515.37,197.96,183.66,214.84,796.02,0.5008,9.3591,1.5435,-0.0367,0.0519,-0.0301,right
W,499.16,216.11,218.23,189.74,797.29,0.1967,9.167,1.4703,0.0172,0.021,-0.0041,right
D,502.79,179.23,796.09,797.38,822.2,-0.0208,9.571,1.5222,-0.0241,0.0088,-0.0013,left
C,498.81,483.34,504.87,473.68,485.11,-0.262,8.4457,4.2097,-0.0124,-0.0317,-0.0921,left
L,207.04,193.2,801.03,782.85,789.21,0.4936,8.0198,4.7057,0.0463,-0.0101,-0.0531,right
T,609.66,822.71,826.4,801.09,790.49,-0.1525,9.5388,0.6099,0.0018,0.0657,-0.03,left
W,490.21,190.3,212.12,191.99,810.62,0.4796,9.5604,1.5751,-0.0297,0.0083,-0.0661,right
R,501.21,203.68,274.36,806.85,798.99,0.3238,9.4113,1.7692,-0.0454,-0.1416,0.0507,right
W,481.29,186.92,210.33,214.11,786.96,0.3041,9.2805,1.5128,0.0503,-0.0098,0.0357,right
B,743.25,208.1,188.14,201.55,180.46,0.1019,9.5288,0.4735,-0.0147,-0.0542,-0.047,left
N,655.42,833.52,770.68,804.29,796.29,-0.2162,9.595,0.633,0.0176,0.0884,-0.0039,left
S,746.67,802.53,802.38,787.59,837.29,0.0727,9.628,0.5219,-0.0416,-0.0691,-0.0128,right
V,496.93,193.89,190.55,807.96,802.83,-0.3437,8.8368,2.4899,-0.0559,-0.0502,-0.0125,left
I,813.37,812.14,791.56,813.59,214.29,0.293,9.7024,0.4754,-0.0338,0.0257,-0.0253,right
E,608.46,686.86,697.03,694.7,660.12,0.0264,9.5072,0.6767,0.001,0.0261,-0.0225,right
O,536.5,531.26,530.33,597.85,560.8,-0.1072,9.2029,2.8167,-0.0215,0.0328,0.0003,right
M,786.49,810.21,804.76,781.17,796.58,0.0404,9.9034,0.8136,0.0265,-0.0522,0.0331,left
J,801.92,768.39,805.14,788.22,188.88,-0.0852,9.5861,0.368,2.99,0.4972,2.0603,left
L,194.74,199.25,802.79,819.72,785.38,0.4181,7.7454,4.9398,-0.0297,0.0644,0.0082,right
F,363.17,738.66,198.41,184.4,226.02,-0.5658,9.1902,2.039,0.0736,-0.0388,-0.0093,left
G,506.84,202.99,788.27,779.52,793.24,-4.7682,5.063,6.0102,-0.0165,0.0345,-0.0263,left
N,656.06,807.01,802.34,843.07,812.62,0.3277,9.55,0.4097,0.0107,0.0503,0.0262,right
Q,502.27,213.04,785.03,778.33,812.72,-3.1179,5.4706,7.0532,-0.0207,-0.0163,-0.0575,left
X,507.87,507.49,802.52,803.8,765.36,0.3302,9.3396,1.2746,0.0215,0.0063,-0.0204,right
M,773.68,794.68,803.66,794.71,818.19,0.1037,9.8502,0.5889,0.0057,-0.0528,-0.0092,right
A,661.97,813.27,777.48,822.97,789.2,-0.066,9.7285,0.5121,-0.0628,-0.0221,0.0784,left
J,800.85,787.06,791.68,802.47,166.78,-0.1094,9.7278,0.5399,3.0994,0.4843,1.9133,left
C,482.47,498.58,534.45,524.58,471.82,-0.2453,8.624,3.926,-0.0551,0.0331,0.005,left
G,489.95,193.46,783.12,792.52,787.57,5.0613,5.2477,6.1295,-0.0422,-0.0012,-0.0224,right
S,724.72,772.37,813.29,790.19,826.64,0.1856,9.6896,0.3393,-0.0246,-0.0259,0.0136,right
L,210.51,196.9,806.33,779.61,825.0,0.5924,8.1432,4.8321,0.0924,0.0181,0.0434,right
D,492.98,213.24,831.98,787.04,810.33,0.2467,9.2664,1.621,0.0324,0.0854,-0.0424,right
G,529.3,189.4,805.82,836.02,819.17,-5.1006,4.7713,5.7666,0.0328,-0.0054,-0.0092,left
H,488.44,190.94,213.96,797.82,798.43,-5.0773,4.798,5.6707,0.0007,0.0609,-0.0434,left
J,821.3,810.21,757.45,810.71,225.23,0.0657,9.3817,0.5213,3.1241,0.4507,1.9526,right
Y,208.98,794.41,829.89,798.78,235.55,0.0202,8.6471,3.6703,-0.0377,-0.0731,0.0688,left
J,807.69,799.72,776.77,795.27,214.71,-0.0364,9.9232,0.3584,2.9613,0.5575,2.0857,right
G,499.31,202.04,806.34,804.39,783.98,4.8808,5.069,6.2126,0.0276,0.0051,-0.001,right
I,827.44,785.07,778.35,815.72,196.62,-0.0879,9.8155,0.3814,0.0235,-0.036,0.0565,left
M,821.17,820.31,802.62,805.2,799.41,-0.2637,9.6652,0.7793,-0.0139,0.0493,0.0014,left
E,627.9,683.65,676.68,691.25,679.62,0.0042,9.5053,0.6883,0.0038,0.0089,0.0538,right
U,504.8,193.43,230.86,797.77,815.11,-0.3222,9.6854,1.1566,0.0357,-0.0077,0.0714,left
S,721.01,816.68,797.72,811.27,775.42,-0.111,9.8635,0.2436,-0.0382,-0.0393,0.0024,left
Z,528.56,191.6,795.61,824.91,792.27,-0.5975,8.6485,2.1629,2.547,1.4829,1.0019,left
Y,206.73,828.39,815.02,798.12,206.98,0.0192,9.066,3.9314,-0.1036,-0.0391,-0.0486,right
J,795.74,776.26,814.46,792.95,176.37,0.0452,9.7069,0.42,3.0403,0.5285,1.9731,left
Z,470.06,225.53,793.84,783.39,802.5,0.3859,8.9568,1.9919,2.5284,1.5552,0.9852,right
U,488.5,201.45,200.15,804.83,824.3,-0.2309,9.7778,0.9689,-0.0152,-0.0347,0.0166,left
Z,521.43,180.98,766.79,791.54,825.01,-0.4297,8.9386,1.785,2.5369,1.623,1.0007,left
M,777.86,828.66,808.28,786.3,807.31,0.0963,9.663,0.5999,-0.0308,-0.039,-0.1209,right
D,484.67,223.71,812.16,797.24,776.88,0.1679,9.5861,1.5255,0.0505,0.0613,-0.0042,right
H,504.77,175.94,188.31,794.91,781.44,5.1368,5.1347,5.5737,0.0649,-0.0146,-0.0077,right
K,495.12,192.02,366.3,840.26,805.3,1.0674,8.9377,3.0014,-0.007,-0.0339,0.0454,right
A,676.38,813.72,766.06,809.75,805.78,-0.0454,9.6445,0.3286,-0.0394,0.0079,-0.0483,right
A,669.08,801.09,802.29,788.26,797.44,0.088,9.6694,0.4747,-0.0246,0.0394,-0.0427,left
A,690.67,801.75,786.37,773.53,797.38,-0.116,9.7258,0.2228,-0.0753,-0.0391,0.0274,left
I,794.45,811.46,824.63,788.41,176.22,-0.3939,9.6011,0.2355,0.0385,-0.0043,0.076,left
W,470.65,230.66,168.8,194.12,801.52,0.132,9.1746,1.4995,0.0296,0.039,-0.0294,right
B,741.02,201.46,198.57,193.49,197.04,0.1221,9.7869,0.3874,-0.0043,-0.118,0.0045,left
M,811.71,791.68,790.02,790.37,800.17,0.1129,9.6791,0.5631,-0.0448,0.0366,-0.0998,right
W,496.42,215.67,190.71,210.87,820.79,-0.3696,9.5936,1.6308,-0.0121,-0.158,-0.031,left
O,572.91,565.01,563.68,559.33,551.47,-0.2879,9.1387,3.2441,-0.0356,-0.0093,-0.0271,right
H,505.83,210.71,199.34,786.01,764.95,5.0861,4.9505,5.4742,0.0158,-0.0084,-0.0084,right
M,826.09,786.64,779.18,797.51,788.04,0.1147,9.5248,0.599,0.0809,-0.0248,0.0747,right
G,515.65,198.46,803.24,827.43,807.99,-5.1437,5.2008,6.3115,0.0177,-0.0123,0.019,left
D,519.05,215.74,819.18,803.21,842.51,-0.046,9.7715,1.7,0.0416,-0.067,-0.08,left
G,511.16,196.2,801.43,809.76,819.73,-4.9428,4.6935,6.0818,0.0455,-0.019,0.0459,left
B,707.48,187.01,197.81,187.84,183.19,-0.0836,9.9192,0.1085,-0.0485,0.0712,0.0089,left
E,610.87,687.69,693.18,662.34,681.94,-0.0222,9.7461,0.6393,0.0058,0.0486,0.0227,right
N,699.06,786.1,804.84,808.97,813.56,0.1618,9.8244,0.6042,0.0091,-0.0321,-0.0254,right
X,503.31,497.39,772.21,794.77,786.48,0.4774,9.6447,1.4271,0.083,-0.0004,0.0626,right
N,672.07,802.46,800.05,784.35,808.12,-0.2874,9.3152,1.1147,-0.0341,-0.0373,0.0882,left
H,490.93,194.34,225.68,795.09,778.13,-5.0403,4.8229,5.502,0.0446,-0.0808,-0.046,left
H,510.06,198.74,185.66,811.77,802.72,-4.9334,4.851,5.4305,0.0175,-0.0136,0.0503,left
E,611.78,656.7,702.83,668.64,678.07,0.0933,9.637,0.7607,-0.0376,-0.1176,0.0263,right
H,478.25,192.05,185.05,801.04,826.79,-4.8502,4.8915,5.3482,0.0718,-0.0575,-0.0242,left
H,486.29,196.14,206.29,802.81,819.07,4.5245,5.0408,5.5559,-0.0836,0.008,-0.0633,right
W,489.63,190.87,190.03,226.19,816.21,0.2168,9.2748,1.2585,-0.0361,-0.0489,-0.0071,right
J,789.23,807.51,805.91,809.12,198.06,0.0245,9.8448,0.5332,2.934,0.5532,2.0825,right
F,389.27,765.11,184.38,163.76,190.78,0.515,9.1786,1.961,-0.0251,-0.0323,-0.0414,right
K,489.63,175.7,369.18,795.85,805.94,-0.6571,9.018,3.1366,0.0603,-0.0409,-0.006,left
S,752.81,825.26,774.63,797.22,810.24,-0.167,9.4454,0.3332,-0.0412,0.0469,0.0448,left
S,713.39,788.15,795.99,803.7,798.23,-0.2052,9.7333,0.3119,0.0814,-0.0613,0.0681,left
Q,480.28,197.54,795.87,813.53,803.76,-3.0265,5.387,7.0667,-0.0855,-0.0415,0.0216,left
D,490.23,201.36,800.15,798.9,789.31,0.2929,9.4094,1.6418,0.0356,-0.0063,0.0172,right
H,496.84,203.01,186.62,788.6,779.9,5.2017,4.977,5.4038,0.0574,0.0673,-0.0159,right
Y,218.38,817.45,796.53,812.68,194.01,0.0391,8.6509,3.9963,0.0679,0.0005,0.1089,right
F,375.88,724.91,183.79,188.87,180.13,-0.6915,9.1519,1.754,-0.0705,-0.0072,-0.0016,left
C,498.72,527.82,521.02,495.51,490.91,-0.2946,8.5255,3.9123,-0.0107,-0.0569,0.0542,left
F,375.97,713.19,208.41,247.91,213.08,0.3505,9.1824,1.9822,-0.0636,-0.0702,-0.0071,right
L,204.65,207.76,793.68,819.21,794.09,0.327,8.1854,4.9417,0.0472,0.0567,0.004,right
Q,481.55,184.49,806.91,814.79,813.5,-3.2654,5.4106,7.0362,0.0087,0.0169,0.0354,left
W,527.14,232.96,223.84,200.16,799.95,0.3846,9.505,1.2869,0.0419,-0.1252,-0.0373,right
G,511.58,222.87,812.15,800.2,795.58,5.2075,5.1669,5.9478,-0.0015,0.028,0.026,right
E,611.94,680.14,697.66,674.66,667.45,0.2487,9.552,0.9307,0.0173,0.0352,0.051,right
X,512.04,501.13,796.37,803.92,810.38,-0.4021,9.285,1.0257,-0.0355,0.0576,-0.073,left
J,809.48,781.93,791.23,834.41,201.92,-0.077,9.6857,0.3787,2.962,0.5252,1.9665,right
C,484.76,517.55,508.05,493.09,494.26,0.2383,8.5835,3.9963,-0.1123,-0.0403,-0.036,right
L,204.64,187.66,784.32,781.74,799.87,-0.7466,8.2375,4.8191,-0.0812,-0.0572,0.0065,left
B,730.1,207.68,178.53,198.29,205.58,0.1501,9.8593,0.0992,0.0033,-0.0339,-0.0269,right
G,517.9,198.59,809.93,813.2,812.51,-4.8792,5.0431,6.3558,0.0804,0.0152,0.0284,left
U,529.19,188.38,166.41,806.09,797.74,-0.0301,9.6251,0.8949,0.0233,0.0119,0.0154,left
B,715.59,178.38,210.38,201.25,221.02,0.2874,9.678,0.1005,0.006,-0.0363,0.0266,left
K,514.72,209.9,374.77,783.75,788.87,1.3071,9.0093,3.1302,0.0292,0.0136,0.0224,right
B,744.32,209.84,191.41,194.43,214.05,0.0679,9.6443,0.4107,0.0165,-0.0224,0.097,right
I,798.54,802.4,792.7,807.03,207.38,0.0021,9.8636,0.4238,-0.0107,0.0589,-0.0075,left
Q,497.67,202.5,788.95,785.6,835.29,-3.0995,5.4752,6.9904,-0.0248,0.0523,-0.0397,left
E,612.36,690.75,677.24,678.15,664.98,0.4186,9.2603,0.4958,-0.0262,0.01,0.0887,left
L,184.43,218.03,778.33,798.42,793.04,0.5335,8.0712,5.0929,0.0381,-0.0745,0.0232,right
V,490.1,200.61,208.51,815.37,805.28,-0.5098,8.7794,2.623,0.0023,-0.0313,0.074,left
B,744.01,199.94,202.71,203.31,186.61,-0.0226,9.5902,0.2329,-0.0808,-0.0075,0.0131,left
P,505.7,194.88,496.33,773.05,802.24,-3.0612,4.9602,7.3397,-0.1004,0.0215,0.0112,left
V,498.56,186.32,197.1,809.92,766.48,0.2907,9.1408,2.6629,-0.0038,-0.0306,-0.0105,right
M,785.75,783.94,800.29,808.8,797.33,-0.3785,9.5294,0.7297,0.0163,0.019,-0.0209,left
W,495.61,247.03,191.2,189.98,772.68,0.3205,9.2387,1.4716,0.0979,0.0079,-0.0216,right
E,618.43,669.19,690.22,694.2,672.92,0.1086,9.7615,0.2972,-0.0862,0.02,-0.0465,left
F,392.01,729.38,210.14,203.79,167.13,0.2982,9.1119,2.1776,0.0816,0.0341,0.0711,right
V,484.79,180.02,201.87,792.44,791.12,-0.5616,8.9519,2.4596,-0.0356,0.0902,0.0976,left
E,625.49,671.17,671.94,673.06,673.26,0.0475,9.6058,0.7061,-0.007,0.0317,0.0237,left
E,609.12,688.81,701.86,684.83,660.9,0.0133,9.6122,0.6708,-0.063,-0.0191,0.0434,left
T,608.98,808.45,809.27,761.4,804.99,0.1741,9.7716,0.2555,0.0023,0.0209,0.0709,right
B,741.25,173.03,211.62,177.4,191.44,-0.1829,9.8426,0.0219,-0.0466,-0.0083,0.0212,left
B,743.21,194.26,223.38,185.27,225.93,-0.2297,9.6703,0.2768,-0.0347,0.0352,0.0311,right
I,808.64,821.91,785.95,816.27,221.34,-0.1101,9.7674,0.5055,-0.0046,0.0834,-0.0261,left
W,487.81,190.76,213.25,207.29,802.99,0.2979,9.3592,1.5039,0.0444,-0.0367,0.0139,right
U,488.92,193.6,211.92,775.97,790.66,0.1151,9.524,0.9312,0.0294,0.0653,-0.0134,right
L,210.07,187.48,798.6,791.44,775.62,0.4116,8.0883,5.0027,0.0511,0.0371,-0.0272,right
C,488.36,500.49,496.37,504.2,488.81,0.518,8.5925,3.9468,-0.0093,-0.0454,0.0131,right
K,485.71,207.9,380.26,815.78,816.79,-0.6643,8.9262,2.8827,-0.021,0.0156,0.0707,left
G,517.44,216.07,810.89,827.79,802.48,-5.1211,4.9208,6.0029,0.0419,-0.0531,0.0408,left
S,756.18,798.31,783.4,818.89,776.72,-0.0984,9.6638,0.3726,0.0615,-0.0663,-0.0689,right
C,505.97,473.17,506.65,481.68,480.2,0.2593,8.7046,4.3633,-0.0173,0.0629,0.0574,right
W,495.53,207.39,198.79,210.22,790.86,-0.2237,9.4307,1.5109,0.0327,0.0089,0.0011,left
I,798.61,802.06,798.04,795.51,207.64,-0.0394,9.6844,0.3891,-0.0404,0.0051,0.046,right
R,481.43,195.24,238.86,797.32,813.55,0.4246,9.2112,1.6046,0.0038,-0.019,0.0884,right
D,485.84,220.9,814.21,828.11,808.34,0.1525,9.4215,1.3993,0.0419,-0.074,-0.0711,right
V,477.21,185.41,204.31,780.01,796.36,0.4203,9.0474,2.5861,-0.0305,-0.0186,0.0583,right
Z,497.15,195.73,805.29,806.75,824.92,-0.5012,9.1095,1.9589,2.5322,1.5352,1.0121,left
W,510.5,217.49,189.83,204.59,810.24,0.557,9.2251,1.3101,-0.0871,0.0115,0.0432,right
Z,509.97,205.12,792.4,797.56,802.21,0.5418,9.0001,1.9311,2.5017,1.5485,1.0348,right
C,537.01,481.09,498.09,492.3,513.81,0.0394,8.5633,3.9339,-0.0234,-0.0276,-0.0419,right
C,521.78,514.09,480.35,514.64,511.2,-0.287,8.6741,4.475,0.0626,-0.0053,-0.0215,left
Z,476.08,196.08,809.41,784.43,799.75,-0.3034,9.156,1.878,2.4358,1.5214,0.9537,left
J,828.21,812.54,790.27,812.26,197.13,0.2136,10.0394,0.2155,3.0071,0.5274,1.8731,right
Y,191.74,809.74,809.8,796.1,197.33,0.2484,8.6837,4.1081,-0.0591,-0.0188,0.0206,right
D,505.34,217.95,789.61,812.77,783.22,-0.35,9.4011,1.4595,-0.0299,-0.0396,-0.0891,left
O,542.57,568.62,570.3,559.38,568.95,-0.005,9.2351,3.0564,0.0081,-0.0342,0.0259,right
U,511.7,211.98,232.76,799.82,788.12,-0.1001,9.5684,1.0089,-0.0003,-0.0537,-0.0753,left
N,681.49,801.7,801.02,803.2,796.24,0.3782,9.396,0.7824,-0.0195,0.0202,0.0281,right
E,621.66,632.49,660.79,668.95,678.3,-0.0162,9.7582,0.7217,-0.0601,0.0393,0.0336,right
W,482.99,229.52,210.76,196.79,816.49,-0.4251,9.3436,1.4874,0.0701,-0.0551,0.0198,left
K,494.58,182.75,343.72,785.09,820.85,1.2408,8.9444,2.9331,-0.0552,-0.0575,0.0834,right
Y,196.54,795.62,792.3,810.91,194.81,-0.3811,8.8072,4.3694,0.0655,-0.0052,-0.0705,left
J,780.52,789.63,813.08,798.04,198.71,-0.0065,9.6891,0.5253,3.0555,0.5318,2.0512,right
I,803.55,811.17,831.47,829.82,200.78,-0.1179,9.5559,0.2716,0.0293,-0.0649,0.0506,left
P,492.92,204.82,519.53,809.62,805.38,-3.0225,4.8793,7.4427,-0.0443,0.033,-0.0118,left
W,481.88,205.11,217.6,183.48,795.08,0.2093,9.4654,1.5323,-0.0153,-0.0488,-0.0068,right
V,486.0,229.08,209.38,785.94,820.22,-0.4572,8.8775,2.5532,-0.0199,-0.037,-0.0036,left
L,188.52,212.91,803.37,819.97,804.9,-0.545,7.7293,5.1447,0.0356,-0.007,-0.0449,left
L,187.42,219.17,792.03,814.35,799.4,-0.3798,8.0803,5.0183,-0.0114,-0.0016,0.047,left
K,496.59,220.31,377.86,805.02,810.91,1.2312,8.9505,3.2984,0.0492,0.0506,0.0419,right
M,828.03,800.84,796.4,804.34,814.62,-0.0012,9.8059,0.574,-0.0083,0.0119,0.0019,right
X,520.35,500.44,793.84,801.76,811.83,0.3766,9.569,1.0568,-0.0817,-0.0187,-0.0282,right
Z,500.8,188.46,820.16,814.94,811.39,0.5208,9.3007,2.2772,2.472,1.4587,1.0694,right
W,502.47,216.6,208.28,214.44,801.5,-0.174,8.9982,1.8266,0.0041,-0.0157,-0.0017,left
I,810.05,805.72,815.26,829.12,220.78,0.0068,9.6136,0.1495,0.0137,-0.0282,-0.006,right
M,780.11,794.58,797.71,780.42,773.46,0.3992,9.517,0.558,0.0677,-0.0789,0.0258,right
A,683.1,816.68,834.64,799.3,807.15,-0.322,9.7968,0.4202,0.0629,-0.0492,-0.0035,left
F,382.92,733.87,178.19,181.67,225.46,-0.3918,9.352,2.1326,-0.0135,-0.012,0.0133,left
U,490.37,177.24,209.44,789.46,785.35,0.171,9.6007,0.9906,0.0625,0.0081,-0.0635,left
H,488.13,196.81,210.53,823.39,820.94,5.3049,4.9773,5.4529,0.0307,-0.0077,-0.0096,right
U,492.48,204.67,212.49,794.17,798.13,0.1055,9.7781,1.1086,0.064,-0.003,0.0497,right
T,604.19,812.08,820.06,785.09,796.14,-0.5221,9.5551,0.5603,0.0366,-0.0199,0.1162,left
P,505.52,225.09,504.78,804.86,774.54,-3.1085,4.7214,7.4895,-0.0206,0.0419,0.0708,left
M,813.74,797.26,813.89,761.7,800.32,0.1704,9.571,0.5016,-0.0087,-0.0409,-0.0309,right
A,681.06,804.3,832.29,803.66,795.56,0.1168,9.9224,0.5178,0.026,0.0598,-0.0256,right
E,641.69,671.48,687.94,684.37,684.34,0.0328,9.7368,0.6694,0.0496,0.0083,0.002,left
I,827.76,771.69,797.99,777.51,201.78,0.0718,9.6819,0.134,-0.0685,0.0964,0.0531,left
K,495.98,213.1,350.56,787.45,774.64,0.861,8.8814,3.0589,-0.0131,0.0285,0.057,right
A,681.34,795.36,771.64,836.88,779.59,-0.4194,9.6305,0.3146,-0.0403,0.0457,0.0266,left
G,503.84,208.48,791.54,768.59,802.45,-5.0855,5.3548,6.3204,-0.0481,-0.0243,-0.0231,left
W,491.98,199.46,207.79,179.74,766.75,0.3242,9.1066,1.664,0.0133,-0.0029,0.0405,right
H,507.33,210.03,225.71,796.78,790.86,5.1694,5.0288,5.5683,0.0294,0.054,-0.0827,right
A,702.13,781.8,803.09,777.84,811.2,-0.2136,9.9042,0.485,0.0377,0.0237,0.0225,left
Y,203.79,817.88,778.63,798.71,199.45,0.1599,8.7981,4.0563,-0.0079,0.039,0.047,right
O,547.73,567.28,585.48,564.62,551.65,-0.1056,8.8594,3.0047,0.0575,-0.0084,0.0642,right
F,387.11,724.4,187.97,206.3,190.95,-0.6543,9.1983,1.8626,-0.0137,0.0642,-0.0088,left
U,503.18,195.82,182.13,783.6,812.23,-0.1082,9.6651,0.7822,0.0962,0.0205,-0.08,left
F,384.68,722.38,185.21,178.17,185.17,-0.4272,9.3485,1.6946,-0.0551,0.0352,0.0233,left
I,779.07,787.43,800.53,765.92,204.92,-0.1528,9.4593,0.2819,0.0155,-0.0364,0.0209,left
Q,501.29,188.5,806.44,785.9,775.6,3.0414,5.5878,6.8833,-0.0164,-0.0698,0.0486,right
R,494.09,210.63,277.4,782.21,802.53,0.3444,9.3224,1.6682,-0.1591,0.0596,-0.0533,right
A,684.1,817.16,816.12,785.73,805.13,-0.0357,9.6941,0.3134,-0.001,-0.0529,-0.041,left
M,796.65,800.94,778.49,798.36,807.92,-0.1894,9.4756,0.493,-0.0363,-0.0416,0.0405,left
T,613.18,852.09,801.17,818.94,818.61,0.2952,9.5715,0.3741,0.1088,-0.0318,0.0248,right
